customerID,Churn_Probability,Churn_Risk_Segment,Actual_Churn,tenure,MonthlyCharges,service_count,Contract,PaymentMethod
CUST02281,0.30426352059034595,Low Risk,1,4,94.24,3,Two year,Bank transfer (automatic)
CUST01792,0.304138890085323,Low Risk,0,46,94.24,5,One year,Credit card (automatic)
CUST04304,0.3037929837737116,Low Risk,0,5,94.24,3,One year,Electronic check
CUST03169,0.30350018513256005,Low Risk,0,3,94.24,1,Two year,Electronic check
CUST04053,0.3033866986854571,Low Risk,0,3,94.24,3,Two year,Mailed check
CUST02032,0.3033795607814666,Low Risk,1,67,94.24,3,One year,Credit card (automatic)
CUST03008,0.30263400030864923,Low Risk,1,9,94.24,2,Two year,Bank transfer (automatic)
CUST03362,0.30208210678945807,Low Risk,1,58,94.24,0,One year,Credit card (automatic)
CUST04584,0.3019685046427192,Low Risk,0,6,94.24,2,Two year,Electronic check
CUST05664,0.3018940106963163,Low Risk,0,33,94.24,2,One year,Bank transfer (automatic)
CUST00500,0.3018772714267971,Low Risk,1,64,94.24,0,One year,Credit card (automatic)
CUST02642,0.3016865333811796,Low Risk,0,10,94.24,6,One year,Bank transfer (automatic)
CUST04792,0.30154949153349664,Low Risk,0,63,94.24,3,One year,Bank transfer (automatic)
CUST04736,0.3014666219700464,Low Risk,0,5,94.24,2,One year,Bank transfer (automatic)
CUST03980,0.3012251407287879,Low Risk,0,30,94.24,4,Two year,Bank transfer (automatic)
CUST03692,0.3008393720882869,Low Risk,1,27,94.24,1,Two year,Credit card (automatic)
CUST03556,0.30046832365566767,Low Risk,0,9,94.24,1,Two year,Credit card (automatic)
CUST01534,0.3004203668685121,Low Risk,0,11,94.24,1,One year,Bank transfer (automatic)
CUST05539,0.3002861400995775,Low Risk,1,54,94.24,1,Two year,Bank transfer (automatic)
CUST06627,0.29977069405395085,Low Risk,0,68,94.24,2,One year,Electronic check
CUST02328,0.2997460617462656,Low Risk,0,22,94.24,4,One year,Bank transfer (automatic)
CUST00235,0.2996580021747765,Low Risk,0,68,94.24,4,Two year,Electronic check
CUST02519,0.2992219913973065,Low Risk,1,5,94.24,2,One year,Bank transfer (automatic)
CUST04894,0.2988483388434462,Low Risk,1,63,94.24,2,Two year,Electronic check
CUST02509,0.29877072893146206,Low Risk,0,68,94.24,3,One year,Bank transfer (automatic)
CUST02360,0.29875195539751626,Low Risk,1,16,94.24,2,Two year,Bank transfer (automatic)
CUST03753,0.2986586353035005,Low Risk,1,4,94.24,3,Two year,Electronic check
CUST04685,0.2986248591463256,Low Risk,1,67,94.24,3,Two year,Credit card (automatic)
CUST06693,0.2985677139921769,Low Risk,0,15,94.24,2,Two year,Bank transfer (automatic)
CUST03080,0.2985114947516319,Low Risk,1,15,94.24,3,Two year,Bank transfer (automatic)
CUST02980,0.2981099392230929,Low Risk,0,63,94.24,2,One year,Credit card (automatic)
CUST06454,0.29810410743865834,Low Risk,0,2,94.24,1,Month-to-month,Bank transfer (automatic)
CUST06765,0.29804793840057214,Low Risk,0,2,94.24,2,Month-to-month,Credit card (automatic)
CUST05092,0.29797052940426266,Low Risk,1,62,94.24,2,One year,Credit card (automatic)
CUST01271,0.2979356185960344,Low Risk,0,2,94.24,4,Month-to-month,Bank transfer (automatic)
CUST03216,0.29768753531595993,Low Risk,0,57,94.24,3,Two year,Electronic check
CUST04425,0.29764748682926506,Low Risk,0,10,94.24,2,One year,Credit card (automatic)
CUST04542,0.29746233470336064,Low Risk,1,51,94.24,5,Two year,Bank transfer (automatic)
CUST00876,0.29745000515905096,Low Risk,0,50,94.24,3,Two year,Credit card (automatic)
CUST01157,0.2970918158839577,Low Risk,0,17,94.24,2,Two year,Credit card (automatic)
CUST05130,0.297091355425046,Low Risk,0,47,94.24,3,One year,Credit card (automatic)
CUST00711,0.2970357568646847,Low Risk,0,17,94.24,3,One year,Bank transfer (automatic)
CUST00005,0.2970247714920594,Low Risk,0,26,94.24,5,One year,Bank transfer (automatic)
CUST01544,0.29691248311437896,Low Risk,1,6,94.24,2,One year,Bank transfer (automatic)
CUST03766,0.29689643068652194,Low Risk,0,53,94.24,4,Two year,Electronic check
CUST02302,0.29680041028337334,Low Risk,1,6,94.24,4,Two year,Credit card (automatic)
CUST01687,0.2965692062600953,Low Risk,0,41,94.24,1,One year,Credit card (automatic)
CUST03673,0.2964572083678951,Low Risk,0,41,94.24,3,Two year,Credit card (automatic)
CUST05193,0.2961555365092148,Low Risk,0,49,94.24,5,One year,Credit card (automatic)
CUST00966,0.29602309886405415,Low Risk,0,72,94.24,0,Two year,Credit card (automatic)
CUST00983,0.2959952047730705,Low Risk,0,1,94.24,2,One year,Bank transfer (automatic)
CUST04023,0.295979181060557,Low Risk,0,48,94.24,4,One year,Electronic check
CUST02275,0.295939265557459,Low Risk,0,1,94.24,3,One year,Credit card (automatic)
CUST05751,0.29591967944351205,Low Risk,0,1,94.24,5,Month-to-month,Electronic check
CUST06497,0.2958812923499209,Low Risk,0,32,94.24,2,One year,Bank transfer (automatic)
CUST02429,0.295879173175771,Low Risk,0,24,94.24,3,One year,Credit card (automatic)
CUST00505,0.2957993665526628,Low Risk,0,72,94.24,4,One year,Bank transfer (automatic)
CUST06896,0.2957912798169934,Low Risk,0,4,94.24,1,One year,Electronic check
CUST05003,0.2957186825980195,Low Risk,1,6,94.24,1,Two year,Credit card (automatic)
CUST02318,0.29562374859527285,Low Risk,1,42,94.24,2,Two year,Bank transfer (automatic)
CUST01514,0.2956068709237586,Low Risk,1,6,94.24,3,One year,Credit card (automatic)
CUST04907,0.2955678501072488,Low Risk,0,42,94.24,3,One year,Bank transfer (automatic)
CUST06761,0.29554482965040063,Low Risk,0,70,94.24,2,Two year,Bank transfer (automatic)
CUST00430,0.2955251332896262,Low Risk,1,22,94.24,3,One year,Bank transfer (automatic)
CUST05445,0.29549508378786327,Low Risk,0,6,94.24,5,One year,Bank transfer (automatic)
CUST00334,0.29543305613596993,Low Risk,0,70,94.24,4,Two year,Credit card (automatic)
CUST00018,0.29526884847316576,Low Risk,1,24,94.24,3,One year,Credit card (automatic)
CUST01746,0.29515076290186587,Low Risk,1,3,94.24,3,One year,Mailed check
CUST02962,0.29507772340247823,Low Risk,1,33,94.24,2,One year,Credit card (automatic)
CUST04358,0.29501117196682786,Low Risk,0,68,94.24,5,Two year,Bank transfer (automatic)
CUST03765,0.29497370718513966,Low Risk,0,68,94.24,3,One year,Electronic check
CUST00006,0.29481283873714603,Low Risk,0,66,94.24,2,One year,Credit card (automatic)
CUST06690,0.29477245657486845,Low Risk,0,67,94.24,6,One year,Bank transfer (automatic)
CUST04986,0.2947416027292946,Low Risk,1,65,94.24,0,Two year,Bank transfer (automatic)
CUST02770,0.29457078684676685,Low Risk,1,40,94.24,3,One year,Mailed check
CUST03886,0.2943914701829671,Low Risk,0,64,94.24,3,One year,Bank transfer (automatic)
CUST03763,0.29426453850936585,Low Risk,1,63,94.24,2,One year,Credit card (automatic)
CUST01322,0.294230502931615,Low Risk,0,7,94.24,4,Two year,Credit card (automatic)
CUST02374,0.2940819039449778,Low Risk,0,62,94.24,2,One year,Credit card (automatic)
CUST01015,0.2940819039449778,Low Risk,0,62,94.24,2,One year,Bank transfer (automatic)
CUST04605,0.2940261753013305,Low Risk,0,62,94.24,3,Two year,Bank transfer (automatic)
CUST05216,0.2940261753013305,Low Risk,1,62,94.24,3,One year,Credit card (automatic)
CUST05831,0.2938436270796192,Low Risk,0,61,94.24,3,Two year,Bank transfer (automatic)
CUST04748,0.29378792479759486,Low Risk,0,61,94.24,4,One year,Credit card (automatic)
CUST02184,0.2937293967606543,Low Risk,0,61,94.24,5,One year,Mailed check
CUST06510,0.29365772132933393,Low Risk,0,35,94.24,3,One year,Mailed check
CUST04207,0.29354978707514223,Low Risk,1,60,94.24,5,Two year,Bank transfer (automatic)
CUST04596,0.2934230673948937,Low Risk,0,59,94.24,4,Two year,Bank transfer (automatic)
CUST01117,0.2933215602783479,Low Risk,0,65,94.24,3,Two year,Mailed check
CUST04591,0.2931140964607226,Low Risk,0,57,94.24,3,Two year,Bank transfer (automatic)
CUST02541,0.2931107240926228,Low Risk,1,7,94.24,1,Two year,Credit card (automatic)
CUST05377,0.2930584750794092,Low Risk,1,57,94.24,4,Two year,Bank transfer (automatic)
CUST01110,0.29305510308594884,Low Risk,0,7,94.24,2,One year,Bank transfer (automatic)
CUST06737,0.29298748685715004,Low Risk,0,56,94.24,2,One year,Bank transfer (automatic)
CUST03129,0.29287263786688816,Low Risk,1,5,94.24,3,One year,Electronic check
CUST04571,0.2927497289939818,Low Risk,0,55,94.24,3,One year,Credit card (automatic)
CUST01811,0.29265094191660557,Low Risk,1,53,94.24,2,Two year,Electronic check
CUST04498,0.29254600207022124,Low Risk,0,5,94.24,2,One year,Credit card (automatic)
CUST04318,0.2924348918898041,Low Risk,0,5,94.24,4,One year,Credit card (automatic)
CUST01019,0.2922592020824236,Low Risk,0,52,94.24,2,Two year,Bank transfer (automatic)
CUST02425,0.29220367586750734,Low Risk,0,52,94.24,3,One year,Credit card (automatic)
CUST00218,0.2920926420227935,Low Risk,0,52,94.24,5,Two year,Bank transfer (automatic)
CUST02993,0.29208951554392687,Low Risk,1,11,94.24,4,Two year,Mailed check
CUST01100,0.2920772970292077,Low Risk,1,51,94.24,2,Two year,Credit card (automatic)
CUST04757,0.29202179111449017,Low Risk,0,51,94.24,3,One year,Bank transfer (automatic)
CUST02097,0.2919941832569401,Low Risk,0,8,94.24,3,One year,Bank transfer (automatic)
CUST00280,0.2919662913976461,Low Risk,0,51,94.24,4,Two year,Bank transfer (automatic)
CUST03690,0.2918537581153652,Low Risk,1,48,94.24,3,One year,Electronic check
CUST06606,0.29164288967183305,Low Risk,1,48,94.24,0,Two year,Bank transfer (automatic)
CUST00232,0.2914765361970588,Low Risk,0,48,94.24,3,One year,Bank transfer (automatic)
CUST01184,0.2914057732153701,Low Risk,1,47,94.24,1,One year,Bank transfer (automatic)
CUST00625,0.2913539236840534,Low Risk,0,67,94.24,2,Two year,Mailed check
CUST06312,0.29125825809269396,Low Risk,0,52,94.24,5,Two year,Electronic check
CUST06517,0.29125825809269396,Low Risk,0,52,94.24,5,One year,Mailed check
CUST02122,0.29123949938374966,Low Risk,1,47,94.24,4,One year,Bank transfer (automatic)
CUST00145,0.2912277707453273,Low Risk,1,51,94.24,3,One year,Electronic check
CUST05700,0.29122418077153006,Low Risk,0,46,94.24,1,One year,Bank transfer (automatic)
CUST02805,0.29122418077153006,Low Risk,0,46,94.24,1,One year,Bank transfer (automatic)
CUST03666,0.2911927034928768,Low Risk,0,3,94.24,1,One year,Electronic check
CUST04777,0.29105796799475164,Low Risk,0,46,94.24,4,Two year,Bank transfer (automatic)
CUST02504,0.29097111300418543,Low Risk,0,3,94.24,5,One year,Electronic check
CUST00326,0.29087309869378325,Low Risk,0,20,94.24,4,Two year,Mailed check
CUST03328,0.29087309869378325,Low Risk,1,20,94.24,4,One year,Electronic check
CUST04065,0.29080582621969425,Low Risk,1,44,94.24,2,One year,Bank transfer (automatic)
CUST03813,0.2907544539755932,Low Risk,1,40,94.24,3,Two year,Mailed check
CUST04253,0.29072072347734956,Low Risk,1,5,94.24,2,Two year,Mailed check
CUST06190,0.29066536951341654,Low Risk,1,5,94.24,3,One year,Mailed check
CUST06850,0.2906244543018388,Low Risk,0,43,94.24,2,Two year,Credit card (automatic)
CUST04778,0.2906244543018388,Low Risk,0,43,94.24,2,Two year,Credit card (automatic)
CUST04870,0.29058839937619546,Low Risk,1,40,94.24,6,Two year,Electronic check
CUST01527,0.2905691111586273,Low Risk,1,43,94.24,3,One year,Credit card (automatic)
CUST05757,0.290517028284697,Low Risk,0,62,94.24,4,Two year,Electronic check
CUST00327,0.29049117346725184,Low Risk,0,12,94.24,4,One year,Electronic check
CUST00333,0.29036939957809554,Low Risk,0,68,94.24,4,One year,Credit card (automatic)
CUST02219,0.29026191087684194,Low Risk,0,41,94.24,2,Two year,Credit card (automatic)
CUST03382,0.2902043354904123,Low Risk,0,9,94.24,3,One year,Credit card (automatic)
CUST06565,0.290151312409011,Low Risk,0,41,94.24,4,One year,Bank transfer (automatic)
CUST03375,0.29013602760310203,Low Risk,1,40,94.24,1,Two year,Credit card (automatic)
CUST04070,0.29013602760310203,Low Risk,1,40,94.24,1,Two year,Bank transfer (automatic)
CUST02763,0.29013602760310203,Low Risk,1,40,94.24,1,One year,Credit card (automatic)
CUST01247,0.29013602760310203,Low Risk,0,40,94.24,1,Two year,Credit card (automatic)
CUST00024,0.2900589499857643,Low Risk,1,72,94.24,0,Two year,Credit card (automatic)
CUST05099,0.29004654018442405,Low Risk,0,66,94.24,2,One year,Electronic check
CUST02564,0.29002545750015535,Low Risk,0,40,94.24,3,Two year,Credit card (automatic)
CUST03560,0.29002545750015535,Low Risk,0,40,94.24,3,Two year,Credit card (automatic)
CUST02136,0.2899448765307717,Low Risk,0,64,94.24,0,Two year,Credit card (automatic)
CUST02463,0.28993952497786424,Low Risk,1,65,94.24,3,Two year,Bank transfer (automatic)
CUST03817,0.28991546191883544,Low Risk,0,40,94.24,1,One year,Electronic check
CUST06385,0.28991546191883544,Low Risk,0,40,94.24,1,Two year,Mailed check
CUST04720,0.28989963488714104,Low Risk,1,39,94.24,2,Two year,Bank transfer (automatic)
CUST04601,0.28989623702198397,Low Risk,1,14,94.24,2,One year,Mailed check
CUST01846,0.2898784637585691,Low Risk,1,57,94.24,3,One year,Electronic check
CUST04497,0.28984437337387514,Low Risk,1,39,94.24,3,Two year,Bank transfer (automatic)
CUST05504,0.28984437337387514,Low Risk,0,39,94.24,3,One year,Credit card (automatic)
CUST00251,0.28984437337387514,Low Risk,1,39,94.24,3,One year,Credit card (automatic)
CUST03605,0.28982843161965205,Low Risk,1,4,94.24,2,One year,Mailed check
CUST02261,0.289788382646986,Low Risk,1,71,94.24,2,One year,Credit card (automatic)
CUST06162,0.289788382646986,Low Risk,0,71,94.24,2,Two year,Credit card (automatic)
CUST04478,0.2897185972631198,Low Risk,0,38,94.24,2,Two year,Credit card (automatic)
CUST06672,0.28967459873060336,Low Risk,0,63,94.24,2,Two year,Bank transfer (automatic)
CUST02378,0.28966700239484616,Low Risk,1,55,94.24,2,Two year,Mailed check
CUST02454,0.2896633561825252,Low Risk,0,38,94.24,3,One year,Credit card (automatic)
CUST05248,0.2896599599570809,Low Risk,0,13,94.24,3,Two year,Electronic check
CUST00741,0.2896226544822605,Low Risk,1,71,94.24,5,Two year,Credit card (automatic)
CUST01790,0.28953629236758677,Low Risk,0,54,94.24,2,Two year,Electronic check
CUST02242,0.2894736562884885,Low Risk,0,30,94.24,6,Two year,Mailed check
CUST02517,0.28946035673944703,Low Risk,1,62,94.24,3,One year,Credit card (automatic)
CUST02391,0.2894573755181064,Low Risk,0,27,94.24,2,One year,Mailed check
CUST07007,0.2894097091545328,Low Risk,0,61,94.24,1,Two year,Electronic check
CUST01251,0.2893021097486204,Low Risk,0,61,94.24,3,Two year,Bank transfer (automatic)
CUST00021,0.28930152273606363,Low Risk,0,36,94.24,3,Two year,Bank transfer (automatic)
CUST00092,0.2892806621837835,Low Risk,1,52,94.24,2,Two year,Electronic check
CUST05007,0.2892469157413648,Low Risk,1,61,94.24,4,Two year,Bank transfer (automatic)
CUST06947,0.28921422596679747,Low Risk,0,7,94.24,2,Two year,Bank transfer (automatic)
CUST06029,0.28919983818029965,Low Risk,1,60,94.24,2,One year,Credit card (automatic)
CUST03745,0.2891898326222593,Low Risk,0,3,94.24,4,Month-to-month,Bank transfer (automatic)
CUST04479,0.28917588626899415,Low Risk,1,35,94.24,2,One year,Bank transfer (automatic)
CUST03407,0.2890809563632042,Low Risk,0,8,94.24,3,One year,Credit card (automatic)
CUST06212,0.28906553307136806,Low Risk,0,35,94.24,4,Two year,Bank transfer (automatic)
CUST05726,0.2890536664720811,Low Risk,1,66,94.24,1,Two year,Credit card (automatic)
CUST02204,0.2888848044234633,Low Risk,0,34,94.24,4,Two year,Bank transfer (automatic)
CUST04296,0.28875927539789653,Low Risk,0,33,94.24,3,Two year,Credit card (automatic)
CUST00120,0.288732480021242,Low Risk,1,65,94.24,4,One year,Credit card (automatic)
CUST02034,0.28864901662459885,Low Risk,0,33,94.24,5,Two year,Credit card (automatic)
CUST04045,0.28864399285444015,Low Risk,0,63,94.24,0,One year,Bank transfer (automatic)
CUST04083,0.2886261424223454,Low Risk,0,17,94.24,2,One year,Mailed check
CUST02460,0.28858105038775406,Low Risk,0,24,94.24,4,One year,Electronic check
CUST00385,0.2885235354468548,Low Risk,0,56,94.24,3,One year,Bank transfer (automatic)
CUST01831,0.2884584668212203,Low Risk,0,46,94.24,4,Two year,Electronic check
CUST00472,0.28835517061024435,Low Risk,0,18,94.24,2,Two year,Electronic check
CUST03774,0.28834936235115666,Low Risk,0,45,94.24,4,Two year,Mailed check
CUST00473,0.28833849009936224,Low Risk,0,61,94.24,0,Two year,Credit card (automatic)
CUST00423,0.28832896788836415,Low Risk,0,54,94.24,1,Two year,Credit card (automatic)
CUST05942,0.2883112824047071,Low Risk,1,10,94.24,2,Two year,Credit card (automatic)
CUST06926,0.288267315010925,Low Risk,0,52,94.24,1,One year,Electronic check
CUST02499,0.28822832688564876,Low Risk,0,61,94.24,2,One year,Bank transfer (automatic)
CUST02734,0.2881086708401852,Low Risk,1,54,94.24,5,Two year,Bank transfer (automatic)
CUST02376,0.28809227567057155,Low Risk,0,29,94.24,2,One year,Credit card (automatic)
CUST01146,0.28809227567057155,Low Risk,0,29,94.24,2,One year,Bank transfer (automatic)
CUST03410,0.28803721893246814,Low Risk,0,29,94.24,3,Two year,Bank transfer (automatic)
CUST03989,0.28798183216374157,Low Risk,1,59,94.24,1,Two year,Credit card (automatic)
CUST04987,0.28794252395606035,Low Risk,1,20,94.24,2,Two year,Electronic check
CUST02316,0.2878720863147697,Low Risk,0,29,94.24,6,One year,Credit card (automatic)
CUST05586,0.2878720863147697,Low Risk,0,29,94.24,6,One year,Credit card (automatic)
CUST01574,0.2878534892583021,Low Risk,0,3,94.24,3,One year,Electronic check
CUST06140,0.2878534892583021,Low Risk,0,3,94.24,3,One year,Electronic check
CUST00227,0.28782515612285686,Low Risk,0,39,94.24,3,Two year,Electronic check
CUST02154,0.2877984597060244,Low Risk,0,3,94.24,4,One year,Mailed check
CUST06748,0.28773189377723857,Low Risk,0,11,94.24,1,Two year,Credit card (automatic)
CUST00841,0.2877316097970984,Low Risk,1,27,94.24,2,One year,Credit card (automatic)
CUST06589,0.2877316097970984,Low Risk,0,27,94.24,2,One year,Bank transfer (automatic)
CUST01476,0.2877225004355709,Low Risk,1,37,94.24,2,Two year,Electronic check
CUST02069,0.2876215847395564,Low Risk,1,27,94.24,4,One year,Credit card (automatic)
CUST06713,0.28761247745478496,Low Risk,0,37,94.24,4,One year,Electronic check
CUST00036,0.28761247745478496,Low Risk,1,37,94.24,4,Two year,Mailed check
CUST01317,0.2875873970292972,Low Risk,1,35,94.24,2,Two year,Mailed check
CUST06772,0.2875195177526541,Low Risk,0,57,94.24,4,Two year,Bank transfer (automatic)
CUST04179,0.28749822514443263,Low Risk,0,48,94.24,0,One year,Credit card (automatic)
CUST03289,0.2874654301075462,Low Risk,1,72,94.24,2,One year,Electronic check
CUST01342,0.2874568780166145,Low Risk,0,11,94.24,6,One year,Credit card (automatic)
CUST05756,0.2874413938647618,Low Risk,0,26,94.24,4,One year,Bank transfer (automatic)
CUST00266,0.2874324121634255,Low Risk,0,71,94.24,2,One year,Credit card (automatic)
CUST03475,0.28742619401071007,Low Risk,0,25,94.24,1,Two year,Bank transfer (automatic)
CUST00171,0.2874104448010835,Low Risk,0,72,94.24,3,One year,Electronic check
CUST05572,0.287392677760623,Low Risk,0,26,94.24,2,Two year,Mailed check
CUST05432,0.28737121318237757,Low Risk,0,25,94.24,2,Two year,Credit card (automatic)
CUST05640,0.28736902148060817,Low Risk,1,27,94.24,2,Two year,Electronic check
CUST01242,0.28732245536366857,Low Risk,0,71,94.24,4,Two year,Bank transfer (automatic)
CUST01376,0.2873005351691708,Low Risk,0,47,94.24,1,One year,Credit card (automatic)
CUST02822,0.28723033286884453,Low Risk,0,71,94.24,3,Two year,Electronic check
CUST03689,0.2872277655856116,Low Risk,0,26,94.24,5,Two year,Electronic check
CUST00710,0.2872211817427784,Low Risk,0,6,94.24,2,Two year,Mailed check
CUST02913,0.28721509545357193,Low Risk,0,10,94.24,3,Two year,Credit card (automatic)
CUST02371,0.28721342648164727,Low Risk,0,11,94.24,4,Two year,Credit card (automatic)
CUST05299,0.28721342648164727,Low Risk,0,11,94.24,4,Two year,Credit card (automatic)
CUST03502,0.28719111592698016,Low Risk,1,24,94.24,2,Two year,Bank transfer (automatic)
CUST06830,0.28719111592698016,Low Risk,0,24,94.24,2,Two year,Credit card (automatic)
CUST00635,0.28718829485140557,Low Risk,1,69,94.24,1,Two year,Credit card (automatic)
CUST04927,0.28713334119289435,Low Risk,0,69,94.24,2,One year,Credit card (automatic)
CUST03555,0.28703092742863695,Low Risk,0,22,94.24,4,One year,Electronic check
CUST03892,0.28699535045689595,Low Risk,0,70,94.24,4,Two year,Mailed check
CUST06294,0.2869852033941614,Low Risk,0,68,94.24,2,One year,Credit card (automatic)
CUST04710,0.2869852033941614,Low Risk,0,68,94.24,2,Two year,Bank transfer (automatic)
CUST01121,0.28693027295421725,Low Risk,0,68,94.24,3,One year,Credit card (automatic)
CUST05000,0.2868860427746034,Low Risk,0,22,94.24,1,One year,Bank transfer (automatic)
CUST05868,0.28687031124672313,Low Risk,0,69,94.24,3,One year,Mailed check
CUST05797,0.286838048378397,Low Risk,0,67,94.24,2,One year,Bank transfer (automatic)
CUST03843,0.28678358383660235,Low Risk,0,12,94.24,1,One year,Credit card (automatic)
CUST05735,0.2867453046051535,Low Risk,0,68,94.24,2,Two year,Mailed check
CUST05280,0.2867286764688514,Low Risk,0,12,94.24,2,Two year,Bank transfer (automatic)
CUST02337,0.28671305965299687,Low Risk,0,51,94.24,3,One year,Bank transfer (automatic)
CUST05754,0.28671147321173224,Low Risk,0,36,94.24,3,Two year,Mailed check
CUST03837,0.2866904016203246,Low Risk,1,68,94.24,3,One year,Electronic check
CUST06794,0.28667377538816735,Low Risk,0,12,94.24,3,One year,Bank transfer (automatic)
CUST06117,0.28662643755014294,Low Risk,0,12,94.24,0,Two year,Bank transfer (automatic)
CUST04337,0.28661603733226443,Low Risk,1,29,94.24,2,One year,Electronic check
CUST06206,0.28659736470042324,Low Risk,1,1,94.24,0,Month-to-month,Electronic check
CUST00279,0.28659633654056055,Low Risk,0,21,94.24,3,Two year,Bank transfer (automatic)
CUST02672,0.2865654418728133,Low Risk,0,67,94.24,2,Two year,Mailed check
CUST01618,0.2865611491541827,Low Risk,1,29,94.24,3,One year,Mailed check
CUST06169,0.2865588495964256,Low Risk,0,42,94.24,2,Two year,Bank transfer (automatic)
CUST05745,0.28654765831583023,Low Risk,1,49,94.24,1,Two year,Credit card (automatic)
CUST02746,0.2865272455027443,Low Risk,0,66,94.24,5,Two year,Credit card (automatic)
CUST03239,0.28651055949256354,Low Risk,1,67,94.24,3,Two year,Electronic check
CUST04727,0.2864865709893022,Low Risk,1,21,94.24,5,One year,Credit card (automatic)
